seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
371289060,1,0,32,500,19343.2384071471,19361.2384071471,19430.36150315809,19366.51638374592,19364.56219873177,19374.51155328224,0,3
889673745,2,.1,32,500,19508.60974523866,19526.60974523866,19595.73284124966,19535.22712566488,19527.03787381967,19534.47367824146,0,3
303027533,3,.3,32,500,19707.99002217882,19725.99002217882,19795.11311818981,19717.77775264483,19918.77152417049,19931.6582407114,0,3
883101412,4,.5,32,500,19649.71678528202,19667.71678528202,19736.83988129302,19664.71249232713,19808.10958983875,19753.87735547058,0,3
479943754,5,.3,64,500,38083.81502725377,38101.81502725377,38177.1764478898,38099.92977805131,38139.93202829149,38149.07021817222,0,3
140400201,6,.3,96,500,56132.27248936404,56150.27248936404,56229.28309597305,56143.89054683282,56236.01361374275,56237.34379949814,0,3
997259445,7,.3,128,500,75822.99538621686,75840.99538621686,75922.59513147794,75845.70851286891,75929.21224830652,75899.10866196819,0,3
914946800,1,0,32,500,18986.58852648709,19004.58852648709,19073.71162249808,19024.09997843801,19003.22149626891,19013.15702216415,0,3
424828557,2,.1,32,500,19454.15229931124,19472.15229931124,19541.27539532224,19465.38522433695,19472.38699783888,19476.51361156463,0,3
150693014,3,.3,32,500,19255.71908521929,19273.71908521929,19342.84218123028,19283.33878028975,19379.14871781847,19395.10755543177,0,3
394425041,4,.5,32,500,19343.05284021937,19361.05284021937,19430.17593623037,19355.85509529231,19574.15127008196,19526.82124300586,0,3
794633949,5,.3,64,500,38088.9847343486,38106.9847343486,38182.34615498463,38093.69878818704,38226.87978351099,38211.36627438397,0,3
500654049,6,.3,96,500,56353.09704231554,56371.09704231554,56450.10764892455,56371.37967150749,56460.11316564168,56449.51376169919,0,3
967259093,7,.3,128,500,75620.53071782021,75638.53071782021,75720.13046308128,75648.15022487415,75696.35458623681,75682.70028393295,0,3
592898416,1,0,32,500,19166.10961767269,19184.10961767269,19253.23271368369,19191.49235461017,19171.486625894,19189.6282444775,0,3
733777470,2,.1,32,500,19373.36673713088,19391.36673713088,19460.48983314187,19405.10447918813,19391.89798222272,19391.94512755677,0,3
718069558,3,.3,32,500,19188.93283850707,19206.93283850707,19276.05593451806,19204.40796486894,19430.76210431078,19374.440236412,0,3
502329527,4,.5,32,500,19812.02189756869,19830.02189756869,19899.14499357969,19820.54792332151,20125.21519923251,20095.74374584846,0,3
