seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
691082334,1,0,32,500,19278.92677310384,19292.92677310384,19346.6891811124,19291.01242355679,19286.07692910257,19288.22104985736,0,1
506166839,2,.1,32,500,19196.3518174703,19210.3518174703,19264.11422547885,19208.53888141344,19203.42281879136,19205.79557270591,0,1
268058542,3,.3,32,500,19886.50414448391,19900.50414448391,19954.26655249247,19895.37317772066,19952.59465926297,19932.60115550586,0,1
125929271,4,.5,32,500,19410.35223138248,19424.35223138248,19478.11463939103,19420.33821752274,19556.34347402624,19598.74992240806,0,1
235546989,5,.3,64,500,38253.23286283174,38267.23286283174,38325.84730110422,38263.0377530535,38323.41877489368,38305.81268935446,0,1
65697573,6,.3,96,500,55851.31065018566,55865.31065018566,55926.76334421489,55863.99404070827,55880.52103716132,55887.30467146853,0,1
545667907,7,.3,128,500,76192.58498163686,76206.58498163686,76270.05145017325,76210.74999917638,76198.97512039614,76203.85182623721,0,1
895260139,1,0,32,500,19421.24458676565,19435.24458676565,19489.0069947742,19446.52669248353,19434.64626835358,19447.47462661607,0,1
461628751,2,.1,32,500,19510.86485160313,19524.86485160313,19578.62725961168,19549.29483703934,19533.70008141446,19549.27738388057,0,1
297257851,3,.3,32,500,19775.55305812358,19789.55305812358,19843.31546613214,19797.2180696607,19825.5651699852,19838.92037184855,0,1
460616920,4,.5,32,500,19581.68544703137,19595.68544703137,19649.44785503993,19592.40711044915,19738.80977147,19694.74243437846,0,1
8738805,5,.3,64,500,38359.79348280282,38373.79348280282,38432.4079210753,38377.29391650004,38398.45280008046,38397.68787261339,0,1
701437258,6,.3,96,500,57546.01818266904,57560.01818266904,57621.47087669827,57559.32490852295,57650.13547296183,57646.156794239,0,1
600518226,7,.3,128,500,76025.37072073501,76039.37072073501,76102.83718927141,76039.25776322781,76085.67032885757,76108.94244503329,0,1
20709146,1,0,32,500,19322.37011807249,19336.37011807249,19390.13252608105,19338.57117662207,19334.6768532875,19332.84763030562,0,1
896458923,2,.1,32,500,19699.8529263036,19713.8529263036,19767.61533431216,19727.10533336506,19713.73048796546,19724.47565125702,0,1
321166090,3,.3,32,500,19155.26095499825,19169.26095499825,19223.0233630068,19160.53388112949,19165.01151692228,19174.99360819694,0,1
