seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
691082334,1,0,32,500,19218.42008037521,19236.42008037521,19305.5431763862,19232.01362407441,19229.21363711969,19228.66034538721,0,3
506166839,2,.1,32,500,19116.92572765839,19134.92572765839,19204.04882366939,19162.64973351895,19128.89729329232,19141.77467507653,0,3
268058542,3,.3,32,500,19839.3122559759,19857.3122559759,19926.4353519869,19851.65577102851,19926.04514365384,19893.18050672318,0,3
125929271,4,.5,32,500,19383.62159441907,19401.62159441907,19470.74469043006,19394.94899878338,19979.19444871853,20031.26092511561,0,3
235546989,5,.3,64,500,38151.31864485773,38169.31864485773,38244.68006549376,38166.54791504319,38236.22505597712,38225.45731514279,0,3
65697573,6,.3,96,500,55703.47041840829,55721.47041840829,55800.4810250173,55726.30603388695,55733.06469051878,55755.40172037004,0,3
545667907,7,.3,128,500,76022.01898995662,76040.01898995662,76121.61873521769,76051.20734163818,76053.37278538966,76062.56370979395,0,3
895260139,1,0,32,500,19341.79885527748,19359.79885527748,19428.92195128848,19376.84279952573,19357.42340951894,19376.13762973469,0,3
461628751,2,.1,32,500,19440.42771837192,19458.42771837192,19527.55081438291,19484.09031778156,19488.92472615276,19511.46422866177,0,3
297257851,3,.3,32,500,19657.73088398667,19675.73088398667,19744.85397999766,19691.30698627944,19758.38081165666,19787.18331884269,0,3
460616920,4,.5,32,500,19369.45242626044,19387.45242626044,19456.57552227144,19380.36165807276,19602.38843355548,19559.75021454915,0,3
8738805,5,.3,64,500,38288.28345554463,38306.28345554463,38381.64487618067,38319.11975887504,38367.68997107809,38346.86803978274,0,3
701437258,6,.3,96,500,57383.07599345101,57401.07599345101,57480.08660006001,57398.14051432758,57491.96151668335,57508.53000296454,0,3
600518226,7,.3,128,500,75806.61360111408,75824.61360111408,75906.21334637515,75821.62211773926,75868.99566423036,75891.57271944999,0,3
20709146,1,0,32,500,19267.62719370474,19285.62719370474,19354.75028971573,19285.02700560275,19280.16702526185,19279.34903223905,0,3
896458923,2,.1,32,500,19615.28852542032,19633.28852542032,19702.41162143131,19643.16592646344,19637.19726709526,19662.12979850296,0,3
321166090,3,.3,32,500,19106.41249939422,19124.41249939422,19193.53559540521,19113.52409598539,19123.33168436698,19126.97063836708,0,3
577459158,4,.5,32,500,19540.24994535008,19558.24994535008,19627.37304136108,19555.7537365896,19718.98761478821,19692.17070609497,0,3
527607561,5,.3,64,500,38024.78300374744,38042.78300374744,38118.14442438348,38034.99497306821,38101.80324539865,38087.23092034493,0,3
638372880,6,.3,96,500,56933.61035433097,56951.61035433097,57030.62096093997,56954.18127221795,57077.85884400919,57143.45094190499,0,3
492324556,7,.3,128,500,76147.73469501283,76165.73469501283,76247.3344402739,76159.58740181297,76288.22882551373,76293.18293268931,0,3
259051933,1,0,32,500,19287.55854212091,19305.55854212091,19374.6816381319,19302.42229194137,19303.85930570615,19293.79034305859,0,3
95609510,2,.1,32,500,19179.70511496693,19197.70511496693,19266.82821097793,19196.41820053169,19234.90714874262,19268.1396704578,0,3
384570306,3,.3,32,500,19165.15065329351,19183.15065329351,19252.2737493045,19177.65060911161,19271.38768090505,19289.6726923498,0,3
810630990,4,.5,32,500,19376.25158459801,19394.25158459801,19463.37468060901,19387.15455215535,19504.63330989809,19500.26750038598,0,3
600175508,5,.3,64,500,39066.60918548783,39084.60918548783,39159.97060612386,39085.70698749224,39158.19373675987,39161.9457830797,0,3
720478562,6,.3,96,500,56631.91608241187,56649.91608241187,56728.92668902088,56646.05572343486,56744.0438020576,56753.45304047883,0,3
384274454,7,.3,128,500,76057.58396305479,76075.58396305479,76157.18370831586,76070.69579558233,76238.47686532496,76234.94793675577,0,3
77234674,1,0,32,500,19440.78868705277,19458.78868705277,19527.91178306377,19455.82625666261,19454.53194554316,19464.84219341791,0,3
217785735,2,.1,32,500,19396.96113838023,19414.96113838023,19484.08423439123,19415.26785797653,19415.60108331801,19416.03761103056,0,3
