seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
992883654,1,0,32,500,19232.49228890815,19250.49228890815,19319.61538491915,19242.02485124139,19240.23979382675,19246.25936755483,0,3
916703010,2,.1,32,500,19453.17389593005,19471.17389593005,19540.29699194105,19485.25299348649,19473.52887187072,19478.39097584524,0,3
797603720,3,.3,32,500,19007.07656038402,19025.07656038402,19094.19965639501,19051.31058304528,19117.37263978901,19119.74422640099,0,3
808911215,4,.5,32,500,19480.70000845793,19498.70000845793,19567.82310446893,19489.29746343975,19518.56997402544,19549.12587441221,0,3
645624982,5,.3,64,500,38493.36282910904,38511.36282910904,38586.72424974507,38498.89841935946,38525.3492211794,38517.68894902709,0,3
866671972,6,.3,96,500,56604.32574258529,56622.32574258529,56701.3363491943,56614.44155070296,56653.12202379502,56652.23589271292,0,3
526996239,7,.3,128,500,74327.31227823089,74345.31227823089,74426.91202349197,74348.55707557187,74353.54194218775,74357.92109007105,0,3
277847843,1,0,32,500,19652.75037493193,19670.75037493193,19739.87347094292,19677.55411141989,19665.05686588224,19675.32947734892,0,3
223620578,2,.1,32,500,19494.41591871493,19512.41591871493,19581.53901472593,19501.79791107969,19516.41240221921,19518.82292676956,0,3
338985762,3,.3,32,500,19472.10470109304,19490.10470109304,19559.22779710404,19478.24549185908,19617.6508955373,19654.97486928893,0,3
72792316,4,.5,32,500,18857.74069979603,18875.74069979603,18944.86379580703,18890.00717980513,19111.75723901436,19192.6732693502,0,3
640688377,5,.3,64,500,37767.90429255588,37785.90429255588,37861.26571319191,37781.60922418272,37812.01206797136,37825.19473235479,0,3
878052200,6,.3,96,500,57136.73419930777,57154.73419930777,57233.74480591678,57171.99225119237,57231.85749780596,57269.96048846935,0,3
611917429,7,.3,128,500,75044.46986351127,75062.46986351127,75144.06960877235,75058.20805608387,75107.18018023676,75110.04112814857,0,3
875262962,1,0,32,500,19240.57443141601,19258.57443141601,19327.697527427,19247.19979811443,19247.13213571727,19244.73821507177,0,3
886297606,2,.1,32,500,19269.85649347305,19287.85649347305,19356.97958948405,19278.69434599383,19298.65556129619,19293.23496058809,0,3
598989317,3,.3,32,500,19260.89823936376,19278.89823936376,19348.02133537475,19275.25386897845,19316.66478017011,19313.2184094445,0,3
761571993,4,.5,32,500,19630.45848874495,19648.45848874495,19717.58158475595,19640.32149689962,19729.29860629629,19710.18921007002,0,3
772308782,5,.3,64,500,38489.21651468757,38507.21651468757,38582.57793532361,38495.85525333652,38652.78845077513,38652.27709072504,0,3
314764749,6,.3,96,500,56094.27611444745,56112.27611444745,56191.28672105646,56125.6399645995,56173.67191088165,56199.09630966573,0,3
504468106,7,.3,128,500,75295.59617230024,75313.59617230024,75395.19591756132,75300.30844453072,75417.61417543942,75437.11440329663,0,3
554847436,1,0,32,500,19089.75061154968,19107.75061154968,19176.87370756068,19106.13346276527,19105.71029244354,19111.2485282354,0,3
364005276,2,.1,32,500,19161.84404781544,19179.84404781544,19248.96714382644,19167.30570558985,19195.82229936485,19203.69209501707,0,3
148456669,3,.3,32,500,19329.22473787427,19347.22473787427,19416.34783388527,19334.23550562759,19350.21732623526,19353.62336545807,0,3
81374703,4,.5,32,500,19183.08108954751,19201.08108954751,19270.20418555851,19207.275997595,19318.53973750595,19339.38780666405,0,3
624132541,5,.3,64,500,38314.20004741392,38332.20004741392,38407.56146804996,38328.10994943363,38340.79934390967,38366.00775251463,0,3
369271127,6,.3,96,500,56363.23644360997,56381.23644360997,56460.24705021898,56386.09654264259,56451.28171457799,56507.78338649133,0,3
466922257,7,.3,128,500,74455.97760770719,74473.97760770719,74555.57735296826,74467.40792228255,74658.09076244694,74617.77600422644,0,3
623772284,1,0,32,500,19439.00935560102,19457.00935560102,19526.13245161202,19453.01560225998,19444.04653009807,19446.43278940797,0,3
785957658,2,.1,32,500,19294.11230427609,19312.11230427609,19381.23540028709,19300.74836321423,19300.68447166288,19308.34759502266,0,3
585284934,3,.3,32,500,19556.56150819234,19574.56150819234,19643.68460420334,19587.41648248024,19623.77581270894,19639.25504765078,0,3
110613818,4,.5,32,500,19682.07762104504,19700.07762104504,19769.20071705604,19708.79760693487,20060.06077197508,20069.83648973206,0,3
408192002,5,.3,64,500,37721.88243703147,37739.88243703147,37815.24385766751,37729.49005774434,37765.60510353001,37756.32667567348,0,3
665843827,6,.3,96,500,56305.63525988907,56323.63525988907,56402.64586649808,56339.0629127051,56376.67959964508,56412.87443940829,0,3
37565376,7,.3,128,500,75576.80165941514,75594.80165941514,75676.40140467622,75599.33688886132,75608.26736096434,75603.18670367324,0,3
305879331,1,0,32,500,19219.37412746182,19237.37412746182,19306.49722347281,19222.31942020146,19236.29708499595,19239.00245115078,0,3
462760471,2,.1,32,500,19457.05599870241,19475.05599870241,19544.17909471341,19463.81423251632,19494.40263756808,19480.09403776637,0,3
174374937,3,.3,32,500,19367.21742495514,19385.21742495514,19454.34052096613,19381.75720575464,19533.67726845939,19527.65192579338,0,3
669842088,4,.5,32,500,19803.61356449971,19821.61356449971,19890.7366605107,19823.44558767819,20228.05161385502,20261.4416809993,0,3
224352055,5,.3,64,500,37929.53322397029,37947.53322397029,38022.89464460633,37961.02690704534,38073.70576967437,38080.78057503182,0,3
131128514,6,.3,96,500,56325.44880273539,56343.44880273539,56422.4594093444,56341.67375156924,56585.63237394836,56528.5611383798,0,3
429796798,7,.3,128,500,75722.37688703107,75740.37688703107,75821.97663229215,75740.34919895847,75883.26512750449,75903.86247599316,0,3
170497425,1,0,32,500,18989.2829604909,19007.2829604909,19076.4060565019,19014.6762931924,19006.47098386273,19004.25117557679,0,3
763320930,2,.1,32,500,19464.33340213156,19482.33340213156,19551.45649814255,19482.88975754421,19509.62663856143,19511.36357373125,0,3
618379116,3,.3,32,500,19811.69748764496,19829.69748764496,19898.82058365595,19825.84654056336,19873.91631263713,19892.73890157044,0,3
686423233,4,.5,32,500,19112.65851774687,19130.65851774687,19199.78161375787,19131.89187730606,19366.81271217498,19396.64431054539,0,3
465885967,5,.3,64,500,38560.96324987874,38578.96324987874,38654.32467051478,38585.00995476004,38640.1307447425,38648.95579436506,0,3
498220402,6,.3,96,500,56639.85755875617,56657.85755875617,56736.86816536518,56672.42443290823,56785.40036099637,56770.47429390379,0,3
609775904,7,.3,128,500,76366.47578858009,76384.47578858009,76466.07553384117,76375.61979470824,76536.13808506129,76473.48658647182,0,3
449576664,1,0,32,500,19495.81812825268,19513.81812825268,19582.94122426368,19502.41537281746,19499.25251441931,19499.39177210405,0,3
526417466,2,.1,32,500,19422.64425652703,19440.64425652703,19509.76735253803,19442.68607509044,19443.1408278838,19441.37819907707,0,3
493153740,3,.3,32,500,19261.09674152034,19279.09674152034,19348.21983753134,19300.82993715014,19330.52753776214,19351.32635156379,0,3
25370303,4,.5,32,500,19677.26169864364,19695.26169864364,19764.38479465464,19693.26595924103,19911.40520828945,19997.24082200533,0,3
866052740,5,.3,64,500,37882.39396116779,37900.39396116779,37975.75538180383,37902.22624780731,38068.93595518648,38068.98857664259,0,3
12976909,6,.3,96,500,57223.76829303639,57241.76829303639,57320.7788996454,57256.22360547225,57447.82485868264,57531.18684525506,0,3
609056192,7,.3,128,500,74824.95784760104,74842.95784760104,74924.55759286211,74854.4881097887,74864.37185671181,74864.41571240113,0,3
559754521,1,0,32,500,19309.92277559068,19327.92277559068,19397.04587160168,19326.39252428514,19318.39940832539,19324.48495667642,0,3
971316754,2,.1,32,500,18955.18459382645,18973.18459382645,19042.30768983744,18975.90738366245,18971.74422252415,18971.77101011125,0,3
217726318,3,.3,32,500,19619.59218033283,19637.59218033283,19706.71527634383,19642.15450087818,19842.1131954057,19835.1783084147,0,3
980096792,4,.5,32,500,19349.71369357959,19367.71369357959,19436.83678959059,19370.45896405458,19692.26502547562,19682.54096242791,0,3
473093852,5,.3,64,500,38080.06183867022,38098.06183867022,38173.42325930626,38109.81784713372,38144.21131913547,38132.63627731885,0,3
848114564,6,.3,96,500,56773.90256828864,56791.90256828864,56870.91317489765,56786.20082178219,57042.24815376277,57007.30125924959,0,3
626565038,7,.3,128,500,75325.72305067351,75343.72305067351,75425.32279593458,75345.72932793833,75384.45078724259,75368.66398982359,0,3
749999822,1,0,32,500,19220.6907841637,19238.6907841637,19307.8138801747,19227.71971298203,19228.3571709706,19235.30161627465,0,3
600775015,2,.1,32,500,19254.27339940889,19272.27339940889,19341.39649541989,19277.23206679394,19272.31169144005,19276.75136064585,0,3
949936360,3,.3,32,500,19246.60161698019,19264.60161698019,19333.72471299119,19253.28990855147,19329.43290804788,19340.99002828054,0,3
603510509,4,.5,32,500,19351.3619935059,19369.3619935059,19438.4850895169,19374.10691087057,19619.15239194928,19568.69643261075,0,3
153090704,5,.3,64,500,38072.25015975623,38090.25015975623,38165.61158039227,38080.83477277044,38104.16113955945,38111.34539321165,0,3
478784268,6,.3,96,500,56644.00570048739,56662.00570048739,56741.0163070964,56652.64988815568,56738.00999052255,56753.6065882505,0,3
549132289,7,.3,128,500,75020.17514741723,75038.17514741723,75119.77489267831,75032.40539813547,75115.52765934427,75100.38323088668,0,3
951396885,1,0,32,500,19318.44019721684,19336.44019721684,19405.56329322784,19336.0556450277,19329.04830864996,19335.27479476882,0,3
160350516,2,.1,32,500,19390.92880893627,19408.92880893627,19478.05190494727,19405.93737370758,19414.69141962582,19418.13250922603,0,3
948271915,3,.3,32,500,19659.49591792003,19677.49591792003,19746.61901393103,19681.05279713386,19727.10689628111,19734.46860472378,0,3
636712720,4,.5,32,500,19422.16018370476,19440.16018370476,19509.28327971575,19436.48443456597,19805.12715215145,19778.31583759401,0,3
994892523,5,.3,64,500,38167.36739272537,38185.36739272537,38260.72881336141,38190.93614108006,38245.73905322836,38248.07515886466,0,3
140707483,6,.3,96,500,57020.96329648806,57038.96329648806,57117.97390309707,57037.96132591749,57239.68695782402,57240.18642850933,0,3
363940041,7,.3,128,500,75211.01472852264,75229.01472852264,75310.61447378372,75231.01611570687,75242.87285106785,75264.21621246735,0,3
807805227,1,0,32,500,19507.15278052335,19525.15278052335,19594.27587653434,19526.47208044778,19518.2583339988,19516.44127059041,0,3
501083002,2,.1,32,500,19195.76823535301,19213.76823535301,19282.891331364,19213.70970222643,19222.1335380593,19217.01681923499,0,3
56727822,3,.3,32,500,19261.8899982983,19279.8899982983,19349.01309430929,19275.80980675118,19390.75978617673,19455.09473120004,0,3
550317920,4,.5,32,500,18428.02938744372,18446.02938744372,18515.15248345471,18446.4003925816,18721.34466639371,18668.23353873458,0,3
440875125,5,.3,64,500,37619.79207420099,37637.79207420099,37713.15349483702,37632.8742915086,37710.57462590531,37713.24248903068,0,3
775357884,6,.3,96,500,56997.92927299,57015.92927299,57094.93987959901,57021.31851653515,57032.10306799687,57023.1147521412,0,3
619350156,7,.3,128,500,76025.79968046529,76043.79968046529,76125.39942572637,76048.93514243671,76040.01192835454,76058.23564439088,0,3
615770254,1,0,32,500,19186.72265514645,19204.72265514645,19273.84575115744,19202.27164592481,19196.61464042738,19194.01305767756,0,3
320241347,2,.1,32,500,19151.97313482414,19169.97313482414,19239.09623083514,19182.81957019394,19162.45153992793,19172.98704392967,0,3
998133046,3,.3,32,500,19141.82153316095,19159.82153316095,19228.94462917195,19169.48089180773,19173.15905825683,19194.06887656631,0,3
106931089,4,.5,32,500,19229.28936051895,19247.28936051895,19316.41245652995,19248.99885874877,19458.83912684664,19440.01126411548,0,3
942910339,5,.3,64,500,38376.63478810521,38394.63478810521,38469.99620874124,38392.02219742958,38459.48996170424,38461.06901511641,0,3
286882072,6,.3,96,500,56419.02618726123,56437.02618726123,56516.03679387024,56425.82977836127,56562.58460265526,56581.21834661139,0,3
960074380,7,.3,128,500,75457.50745068336,75475.50745068336,75557.10719594444,75475.22472399671,75502.7176583418,75534.85626311727,0,3
728520080,1,0,32,500,19238.00684904184,19256.00684904184,19325.12994505284,19261.23719801631,19253.43773352026,19257.23898013874,0,3
586327603,2,.1,32,500,19178.42948734994,19196.42948734994,19265.55258336094,19196.74101084661,19203.1761582323,19206.69436259174,0,3
276520221,3,.3,32,500,19322.6307526448,19340.6307526448,19409.7538486558,19333.11979514723,19365.33385250967,19363.0552744602,0,3
155977741,4,.5,32,500,19837.47668441315,19855.47668441315,19924.59978042415,19843.73929079151,20117.68367247207,20114.48336279284,0,3
672676931,5,.3,64,500,37776.43075477712,37794.43075477712,37869.79217541316,37794.31259431439,37867.96294096482,37853.26495607968,0,3
