seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
992883654,1,0,32,500,19232.91774954836,19248.91774954836,19310.36050155813,19237.76345385223,19240.5441054495,19246.4903832258,0,2
916703010,2,.1,32,500,19453.36512874693,19469.36512874693,19530.8078807567,19484.80388174132,19467.3105522076,19477.75915406954,0,2
797603720,3,.3,32,500,19032.73291676533,19048.73291676533,19110.1756687751,19076.07885018824,19087.29616036188,19089.44885024802,0,2
808911215,4,.5,32,500,19482.16467759708,19498.16467759708,19559.60742960686,19490.45002231151,19495.92028415968,19525.55327868407,0,2
645624982,5,.3,64,500,38493.38322163928,38509.38322163928,38576.37115109353,38498.73972706774,38525.17051948161,38517.69020606479,0,2
866671972,6,.3,96,500,56605.98652677348,56621.98652677348,56692.2181770926,56614.65435375606,56639.92369408887,56648.81429698156,0,2
526996239,7,.3,128,500,74327.60335941367,74343.60335941367,74416.1364663124,74345.7775275225,74353.5865325011,74357.91646037358,0,2
277847843,1,0,32,500,19653.65806595838,19669.65806595838,19731.10081796815,19676.40384540715,19662.27968417111,19676.19861813881,0,2
223620578,2,.1,32,500,19497.47678767569,19513.47678767569,19574.91953968546,19502.83863503705,19518.99554070514,19521.2320664322,0,2
338985762,3,.3,32,500,19476.76133714675,19492.76133714675,19554.20408915652,19479.51737421281,19545.88949270215,19573.55718546267,0,2
72792316,4,.5,32,500,18859.92703934272,18875.92703934272,18937.36979135249,18877.53288006645,19068.73160285545,19114.44334824065,0,2
640688377,5,.3,64,500,37771.31435973354,37787.31435973354,37854.30228918779,37784.43327651739,37812.04520156627,37822.62349685084,0,2
878052200,6,.3,96,500,57138.45834605062,57154.45834605062,57224.68999636974,57172.52691471629,57172.57653163024,57225.98871876584,0,2
611917429,7,.3,128,500,75047.5042810595,75063.5042810595,75136.03738795823,75057.42775569149,75109.09888515911,75112.68155902183,0,2
875262962,1,0,32,500,19241.27971490938,19257.27971490938,19318.72246691916,19247.90027899798,19247.60154824744,19243.92728546138,0,2
886297606,2,.1,32,500,19280.46801182975,19296.46801182975,19357.91076383952,19287.36623614679,19304.14303996052,19301.8607252243,0,2
598989317,3,.3,32,500,19271.18323039923,19287.18323039923,19348.62598240901,19285.19581157692,19298.86101737608,19304.51688213864,0,2
761571993,4,.5,32,500,19631.15744195772,19647.15744195772,19708.6001939675,19640.0727345471,19719.95721974281,19708.23085710187,0,2
