seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
691082334,1,0,32,500,19218.70549110166,19234.70549110166,19296.14824311143,19231.41845559959,19227.3781762228,19228.16663842953,0,2
506166839,2,.1,32,500,19118.48388197366,19134.48388197366,19195.92663398343,19160.82350648303,19130.04038632682,19140.4642137996,0,2
268058542,3,.3,32,500,19841.32212798681,19857.32212798681,19918.76487999659,19850.83197995538,19909.01455493282,19890.63606105814,0,2
125929271,4,.5,32,500,19401.62624709851,19417.62624709851,19479.06899910828,19412.37222561241,19659.37801483551,19718.40627979601,0,2
235546989,5,.3,64,500,38164.35093783318,38180.35093783318,38247.33886728744,38179.45943540961,38236.67846779752,38225.41486658508,0,2
65697573,6,.3,96,500,55710.2704768983,55726.2704768983,55796.50212721742,55727.71232950912,55739.39386785025,55760.96739970944,0,2
545667907,7,.3,128,500,76024.30338102979,76040.30338102979,76112.83648792852,76042.55601770102,76048.90482843363,76064.8171407495,0,2
895260139,1,0,32,500,19343.1489473467,19359.1489473467,19420.59169935647,19373.13728558016,19357.04435921203,19377.00291510216,0,2
461628751,2,.1,32,500,19451.36864639209,19467.36864639209,19528.81139840186,19489.55842989233,19474.92712991731,19494.41759973617,0,2
297257851,3,.3,32,500,19675.97984363042,19691.97984363042,19753.42259564019,19707.04184904978,19743.2298753528,19761.84131759464,0,2
460616920,4,.5,32,500,19369.75091643678,19385.75091643678,19447.19366844655,19380.65862228873,19553.63299074931,19518.33226956899,0,2
8738805,5,.3,64,500,38288.3319106548,38304.3319106548,38371.31984010906,38316.8267315944,38335.30264871294,38338.84271242346,0,2
701437258,6,.3,96,500,57419.02814100486,57435.02814100486,57505.25979132398,57432.81033374562,57523.37404619131,57518.85692854263,0,2
600518226,7,.3,128,500,75808.39106671864,75824.39106671864,75896.92417361737,75822.7576541907,75869.55503895678,75891.92627604994,0,2
20709146,1,0,32,500,19267.63273903885,19283.63273903885,19345.07549104863,19283.86181999295,19279.9772203584,19278.26228020969,0,2
896458923,2,.1,32,500,19616.9445785815,19632.9445785815,19694.38733059128,19644.30914101294,19637.70779526675,19659.42420899465,0,2
321166090,3,.3,32,500,19106.50938805295,19122.50938805295,19183.95214006272,19112.64765795048,19121.39810188119,19126.40928628712,0,2
577459158,4,.5,32,500,19540.98532793377,19556.98532793377,19618.42807994354,19555.74450458727,19715.54569054255,19684.95829442668,0,2
527607561,5,.3,64,500,38029.1709889722,38045.1709889722,38112.15891842646,38039.13587729317,38104.33110320276,38091.79034649447,0,2
638372880,6,.3,96,500,56934.87768737655,56950.87768737655,57021.10933769567,56947.01585622676,57050.40915103455,57104.03010757225,0,2
492324556,7,.3,128,500,76160.63818065316,76176.63818065316,76249.17128755189,76172.40632693624,76288.17432176018,76297.28527443517,0,2
259051933,1,0,32,500,19289.49445932854,19305.49445932854,19366.93721133831,19304.13024248959,19305.76125497255,19295.71468623601,0,2
95609510,2,.1,32,500,19182.02905705656,19198.02905705656,19259.47180906634,19198.58448386153,19221.71181230755,19261.28608725486,0,2
384570306,3,.3,32,500,19169.29834853196,19185.29834853196,19246.74110054173,19181.09979812185,19266.58037631635,19277.87042665393,0,2
810630990,4,.5,32,500,19443.7931600703,19459.7931600703,19521.23591208007,19454.46898443865,19571.23182954832,19567.01038672149,0,2
600175508,5,.3,64,500,39067.80140616936,39083.80140616936,39150.78933562362,39086.90355810773,39139.98644650033,39154.66141951516,0,2
720478562,6,.3,96,500,56633.83700330115,56649.83700330115,56720.06865362027,56647.5103828268,56736.77432285337,56754.80730263973,0,2
384274454,7,.3,128,500,76057.58986871003,76073.58986871003,76146.12297560876,76070.62539686095,76215.99702575764,76208.97077237634,0,2
77234674,1,0,32,500,19440.79237980866,19456.79237980866,19518.23513181843,19452.99260732257,19454.51426176811,19464.78498291775,0,2
217785735,2,.1,32,500,19397.49467653899,19413.49467653899,19474.93742854877,19415.17694363389,19406.57930580101,19410.72112100955,0,2
362142406,3,.3,32,500,19478.75568865246,19494.75568865246,19556.19844066224,19494.3691784426,19597.66044290393,19577.811521442,0,2
910527251,4,.5,32,500,19529.32006231963,19545.32006231963,19606.76281432941,19541.85319200883,20002.19381978047,19950.86193368432,0,2
841158582,5,.3,64,500,37839.5997820956,37855.5997820956,37922.58771154986,37865.86166105825,37854.15548501514,37869.93536371782,0,2
681252988,6,.3,96,500,56668.61321224131,56684.61321224131,56754.84486256043,56679.4255442958,56992.59322582263,57080.06355014604,0,2
138743412,7,.3,128,500,75103.776550447,75119.776550447,75192.30965734573,75117.83099931543,75178.91409044991,75191.49638858442,0,2
89397992,1,0,32,500,19478.64543346264,19494.64543346264,19556.08818547241,19505.01562217171,19485.0904391601,19492.44704587501,0,2
413770455,2,.1,32,500,19467.05698938878,19483.05698938878,19544.49974139856,19483.27241081844,19487.6228072423,19492.43534021992,0,2
85024755,3,.3,32,500,19180.70861516562,19196.70861516562,19258.15136717539,19203.03912996795,19329.70446567374,19339.45792218265,0,2
705511623,4,.5,32,500,18965.11085436118,18981.11085436118,19042.55360637096,18995.33703448285,19172.21688523074,19168.19597295867,0,2
958052348,5,.3,64,500,38294.94852735212,38310.94852735212,38377.93645680638,38317.9746841043,38332.56392451593,38342.60108229829,0,2
786703766,6,.3,96,500,56997.66967799309,57013.66967799309,57083.90132831221,57015.18754610806,57043.97122703977,57048.94839767565,0,2
318885181,7,.3,128,500,74441.10127981147,74457.10127981147,74529.6343867102,74448.19964213604,74512.89162099923,74502.44309361107,0,2
859255966,1,0,32,500,19323.96964080375,19339.96964080375,19401.41239281352,19339.27003338836,19327.63274768707,19340.98558259786,0,2
608466643,2,.1,32,500,18986.24807002498,19002.24807002498,19063.69082203475,19005.86425378949,18993.71419771216,19021.66681133212,0,2
499619502,3,.3,32,500,19029.80639529676,19045.80639529676,19107.24914730654,19050.17001656504,19159.33564148831,19135.08750794049,0,2
626424193,4,.5,32,500,19897.18358950957,19913.18358950957,19974.62634151934,19903.84711074781,20206.10151532397,20305.90598700956,0,2
372097173,5,.3,64,500,37806.02644788972,37822.02644788972,37889.01437734398,37814.79284673835,37844.55006309324,37883.83957124694,0,2
707029605,6,.3,96,500,56351.41633641283,56367.41633641283,56437.64798673194,56379.01398459477,56578.17733140715,56565.94346467153,0,2
266204441,7,.3,128,500,75264.10577464006,75280.10577464006,75352.63888153879,75290.24014190762,75351.36454233719,75383.79063316148,0,2
680437473,1,0,32,500,19426.73825292703,19442.73825292703,19504.1810049368,19443.88527995231,19428.88924224087,19434.19538846572,0,2
873308716,2,.1,32,500,19411.89560745507,19427.89560745507,19489.33835946484,19421.50314476393,19429.58186422103,19426.12410159465,0,2
504306673,3,.3,32,500,19134.17927127061,19150.17927127061,19211.62202328038,19159.17275760343,19236.33894791127,19270.93930152079,0,2
965673284,4,.5,32,500,19597.86088238658,19613.86088238658,19675.30363439636,19624.40425911897,20037.19336777507,19973.65362016242,0,2
370815432,5,.3,64,500,38502.0165540551,38518.0165540551,38585.00448350935,38516.02632417164,38659.27757445222,38661.6446337827,0,2
693703425,6,.3,96,500,57671.68235424534,57687.68235424534,57757.91400456446,57682.28614845207,57677.19814245618,57682.0033449832,0,2
125318089,7,.3,128,500,76962.35665737206,76978.35665737206,77050.88976427079,76984.08763308376,77060.0459421819,77096.6579096521,0,2
690662635,1,0,32,500,19319.25445789355,19335.25445789355,19396.69720990332,19331.10396037814,19325.96594065298,19335.68469768316,0,2
658688577,2,.1,32,500,19511.40145267503,19527.40145267503,19588.84420468481,19515.76197282346,19522.94403254674,19527.51569606717,0,2
641874863,3,.3,32,500,19268.15252889778,19284.15252889778,19345.59528090755,19286.59230340393,19300.49121558819,19332.54099087689,0,2
244522728,4,.5,32,500,19476.26730787592,19492.26730787592,19553.7100598857,19495.32076188781,19585.85635195636,19614.9258397587,0,2
745580768,5,.3,64,500,37963.62244588478,37979.62244588478,38046.61037533903,37988.80175039367,38221.03512111243,38227.55875350686,0,2
611485520,6,.3,96,500,56543.97315522804,56559.97315522804,56630.20480554716,56552.01449165912,56598.6666312768,56587.64401220746,0,2
861716674,7,.3,128,500,76027.42749978673,76043.42749978673,76115.96060668546,76040.15755300439,76058.82520651985,76066.24480251491,0,2
346491637,1,0,32,500,19179.19423236749,19195.19423236749,19256.63698437726,19192.26218529294,19185.75663854863,19185.8581858618,0,2
19920790,2,.1,32,500,19216.20796084439,19232.20796084439,19293.65071285416,19241.60804175883,19228.71741712538,19236.83172475436,0,2
246867319,3,.3,32,500,19158.4014345891,19174.4014345891,19235.84418659888,19192.730044611,19242.26043375343,19253.71845455318,0,2
448200473,4,.5,32,500,19151.6937880813,19167.6937880813,19229.13654009107,19176.20963574457,19213.83929725662,19239.8186659774,0,2
658377761,5,.3,64,500,37788.10709071752,37804.10709071752,37871.09502017177,37803.6595299822,37796.45831995991,37824.84008405057,0,2
673506710,6,.3,96,500,56266.7201302173,56282.7201302173,56352.95178053642,56287.9692203497,56337.78610899013,56354.78740919725,0,2
436730386,7,.3,128,500,75170.25377790716,75186.25377790716,75258.78688480589,75185.76107048019,75277.65015120435,75307.97528095346,0,2
334864564,1,0,32,500,19374.72493412051,19390.72493412051,19452.16768613029,19385.6712882272,19378.76948289101,19380.30661405005,0,2
361805750,2,.1,32,500,19399.87284533903,19415.87284533903,19477.3155973488,19416.45611438077,19437.44927652962,19437.06081685219,0,2
985982355,3,.3,32,500,19299.08313116377,19315.08313116377,19376.52588317355,19316.44930270948,19374.23393251522,19377.93425864272,0,2
183746727,4,.5,32,500,19999.06478250614,20015.06478250614,20076.50753451591,20009.88250739569,20095.82962406775,20156.31875682092,0,2
333028371,5,.3,64,500,37925.42800976129,37941.42800976129,38008.41593921554,37937.79378700359,37980.07569116795,37972.71763522853,0,2
714352797,6,.3,96,500,57093.71838875855,57109.71838875855,57179.95003907767,57106.96086685648,57099.80047296409,57110.06616969885,0,2
516401440,7,.3,128,500,76174.74620773798,76190.74620773798,76263.2793146367,76193.73402211355,76361.67248665229,76348.5166776893,0,2
757739377,1,0,32,500,19285.25504109855,19301.25504109855,19362.69779310833,19295.06887826744,19296.17176192187,19294.77791584548,0,2
907937726,2,.1,32,500,19271.62803762722,19287.62803762722,19349.07078963699,19300.39324588595,19332.41383839135,19311.93726374615,0,2
417956753,3,.3,32,500,19636.31675832066,19652.31675832066,19713.75951033043,19643.41837266336,19715.83143951937,19733.924795379,0,2
3398459,4,.5,32,500,19391.39016361844,19407.39016361844,19468.83291562822,19411.24829465443,19676.5813879201,19650.63344076936,0,2
723793178,5,.3,64,500,38193.71997057643,38209.71997057643,38276.70790003068,38206.37514156602,38256.10358244163,38257.52744872405,0,2
838486463,6,.3,96,500,57597.58168768093,57613.58168768093,57683.81333800004,57617.26472161579,57671.05565583921,57682.7855308189,0,2
295030200,7,.3,128,500,75446.76106414928,75462.76106414928,75535.29417104801,75460.85565629069,75515.56542467797,75534.21333396969,0,2
562184375,1,0,32,500,19439.26404652835,19455.26404652835,19516.70679853813,19466.06067738127,19452.93852526721,19470.90893558678,0,2
656923533,2,.1,32,500,19167.80272937656,19183.80272937656,19245.24548138633,19192.63694499117,19188.77730064173,19202.79347047953,0,2
594727435,3,.3,32,500,19607.08757185418,19623.08757185418,19684.53032386396,19631.42015162948,19686.25357210417,19728.30122680629,0,2
347407377,4,.5,32,500,19221.73821464975,19237.73821464975,19299.18096665953,19234.21902533633,19343.92386356572,19364.45268000754,0,2
529914004,5,.3,64,500,38412.50110784238,38428.50110784238,38495.48903729663,38415.90586299304,38459.11551324448,38453.0047757615,0,2
517804450,6,.3,96,500,57124.27943826785,57140.27943826785,57210.51108858697,57146.0595834678,57273.15774290519,57268.20058244906,0,2
207371437,7,.3,128,500,74742.55444687886,74758.55444687886,74831.08755377759,74750.32914834326,74780.23071149558,74807.85160577606,0,2
633366159,1,0,32,500,19307.68546103584,19323.68546103584,19385.12821304561,19312.49909382252,19310.83424266876,19311.42738419364,0,2
129759218,2,.1,32,500,19509.24801098003,19525.24801098003,19586.69076298981,19522.20974054445,19534.17767144876,19544.74867606663,0,2
538495495,3,.3,32,500,19304.51338231651,19320.51338231651,19381.95613432629,19320.32832792755,19451.44718747873,19441.99635946598,0,2
859585868,4,.5,32,500,19403.21781606247,19419.21781606247,19480.66056807224,19422.75161886316,19548.0735528073,19526.5853845495,0,2
848689629,5,.3,64,500,37928.55898099684,37944.55898099684,38011.5469104511,37949.84529317597,37939.8204576389,37945.85574398004,0,2
381864800,6,.3,96,500,57361.33087174037,57377.33087174037,57447.56252205949,57370.91920223988,57532.7652543536,57485.46229053268,0,2
157333194,7,.3,128,500,75700.71173563437,75716.71173563437,75789.2448425331,75716.07529090341,75734.90662610206,75723.28257725155,0,2
131422015,1,0,32,500,19716.22469653862,19732.22469653862,19793.66744854839,19742.76979433584,19723.71964299013,19732.72076181532,0,2
666922565,2,.1,32,500,19531.34011943742,19547.34011943742,19608.78287144719,19548.72686191644,19553.79569709426,19572.65393298441,0,2
697643619,3,.3,32,500,18893.32471316428,18909.32471316428,18970.76746517405,18902.8541262402,18984.92327255751,19000.6297332398,0,2
745954422,4,.5,32,500,19609.10307622366,19625.10307622366,19686.54582823343,19614.97856619386,19666.13501672025,19630.12716081792,0,2
815535636,5,.3,64,500,38367.67346403452,38383.67346403452,38450.66139348878,38391.40620908592,38408.83082159628,38412.38928954479,0,2
719808357,6,.3,96,500,56627.6239273232,56643.6239273232,56713.85557764232,56648.18977936688,56645.92784149545,56667.18566802855,0,2
462004436,7,.3,128,500,74538.41350391546,74554.41350391546,74626.94661081419,74548.952160457,74792.50129677221,74840.12705905885,0,2
573502146,1,0,32,500,19315.48400897254,19331.48400897254,19392.92676098232,19342.92738084316,19337.29697227619,19328.63145343181,0,2
822329514,2,.1,32,500,19556.29966590878,19572.29966590878,19633.74241791855,19580.86094123741,19570.5886391004,19583.64106423127,0,2
174593534,3,.3,32,500,19478.41356176159,19494.41356176159,19555.85631377137,19491.04127085072,19557.47811590188,19602.7715948182,0,2
486147184,4,.5,32,500,20026.79978375631,20042.79978375631,20104.24253576609,20039.77954163612,20161.27407659501,20132.03868207593,0,2
834087646,5,.3,64,500,38952.55770813194,38968.55770813194,39035.54563758619,38967.39101036711,39062.74412298752,39067.94862254194,0,2
746963605,6,.3,96,500,56476.85740123899,56492.85740123899,56563.08905155811,56488.89251876704,56495.21485470981,56516.52225437514,0,2
483661677,7,.3,128,500,76914.04597653581,76930.04597653581,77002.57908343454,76930.2960128881,77113.8413712757,77134.82851198586,0,2
327456310,1,0,32,500,19440.22618196352,19456.22618196352,19517.6689339733,19452.62399097826,19450.62427080015,19450.61691942085,0,2
29369530,2,.1,32,500,19462.18111624866,19478.18111624866,19539.62386825843,19483.33531230073,19467.9232187069,19483.60935893869,0,2
469312796,3,.3,32,500,19567.32683502586,19583.32683502586,19644.76958703563,19570.16203022237,19644.08236272193,19655.81362509011,0,2
960677919,4,.5,32,500,18807.82878472749,18823.82878472749,18885.27153673726,18839.51519570309,19123.51976517437,19076.89926302357,0,2
302131710,5,.3,64,500,38401.27157893068,38417.27157893068,38484.25950838493,38414.62559376659,38434.42565158901,38434.92097368016,0,2
749948985,6,.3,96,500,56066.87641347663,56082.87641347663,56153.10806379575,56080.80132933915,56142.04932452433,56160.45147507736,0,2
762866503,7,.3,128,500,74972.62511178966,74988.62511178966,75061.15821868839,74983.53043865273,75041.86074680885,75066.62009041332,0,2
42196529,1,0,32,500,19282.64073381677,19298.64073381677,19360.08348582654,19298.95908796107,19287.1393569128,19306.49761153447,0,2
458732110,2,.1,32,500,19257.69232356545,19273.69232356545,19335.13507557522,19276.14711521446,19268.19958255064,19265.43172795364,0,2
858984056,3,.3,32,500,19376.97295622496,19392.97295622496,19454.41570823473,19403.34858382595,19457.08691890361,19450.8599456992,0,2
120114698,4,.5,32,500,19386.17063461483,19402.17063461483,19463.6133866246,19399.3520738125,19495.9718619709,19482.23917675507,0,2
567207226,5,.3,64,500,37843.86249948869,37859.86249948869,37926.85042894294,37855.89595750721,37898.11217067255,37881.02368289542,0,2
233486026,6,.3,96,500,57305.75324244943,57321.75324244943,57391.98489276855,57320.80856606527,57445.60867422648,57483.04808643555,0,2
308037423,7,.3,128,500,75729.42481249695,75745.42481249695,75817.95791939567,75733.90787198421,75845.54098291601,75804.43988615149,0,2
789656917,1,0,32,500,19437.14787552475,19453.14787552475,19514.59062753452,19453.25786418284,19445.45175605495,19466.59912931608,0,2
143047608,2,.1,32,500,19217.71962175519,19233.71962175519,19295.16237376496,19242.93797881992,19223.68764969545,19231.23691785473,0,2
49645980,3,.3,32,500,19407.43786413238,19423.43786413238,19484.88061614215,19417.11748372685,19467.61657616957,19455.18881960793,0,2
500202123,4,.5,32,500,19197.67437161322,19213.67437161322,19275.117123623,19216.00317861228,19393.84048339149,19363.82934377584,0,2
802920017,5,.3,64,500,38234.28990962324,38250.28990962324,38317.27783907749,38243.96976218147,38285.21868346656,38342.99023858658,0,2
138948775,6,.3,96,500,56949.22983751801,56965.22983751801,57035.46148783713,56971.9342548174,56996.22248415736,56999.91321540695,0,2
8119040,7,.3,128,500,74351.90105782035,74367.90105782035,74440.43416471907,74374.6569195702,74425.08613481309,74423.40828174216,0,2
98993447,1,0,32,500,19395.55200285908,19411.55200285908,19472.99475486885,19420.69654493787,19415.68312833186,19412.93499626129,0,2
235663235,2,.1,32,500,19131.94322822331,19147.94322822331,19209.38598023308,19149.04765752805,19140.5722185332,19138.97520512873,0,2
95173091,3,.3,32,500,19381.61464426432,19397.61464426432,19459.05739627409,19392.9207021141,19470.68773251527,19499.6982602108,0,2
194923534,4,.5,32,500,19136.21914817071,19152.21914817071,19213.66190018048,19141.12195275065,19315.58322553683,19378.84330220727,0,2
84163685,5,.3,64,500,37832.32257764065,37848.32257764065,37915.3105070949,37844.14506217712,37893.30334767755,37879.48042008076,0,2
377093559,6,.3,96,500,56272.63381832386,56288.63381832386,56358.86546864297,56284.8128415506,56314.34558998889,56343.16346330837,0,2
81927442,7,.3,128,500,75612.49112635729,75628.49112635729,75701.02423325602,75621.96190135035,75758.67615209447,75755.14404458519,0,2
