seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
371289060,1,0,32,500,19343.98245976837,19359.98245976837,19421.42521177814,19366.03732661199,19365.16149424457,19374.64944650551,0,2
889673745,2,.1,32,500,19510.48814743055,19526.48814743055,19587.93089944032,19535.81434923705,19523.89861747443,19534.45725804591,0,2
303027533,3,.3,32,500,19709.05972711769,19725.05972711769,19786.50247912746,19718.72541214725,19919.32393105779,19932.32519918909,0,2
883101412,4,.5,32,500,19668.99729890702,19684.99729890702,19746.44005091679,19682.84366461339,19739.92980062532,19718.09539451884,0,2
479943754,5,.3,64,500,38108.35634083978,38124.35634083978,38191.34427029404,38121.92839607242,38148.97181494431,38164.9888003695,0,2
140400201,6,.3,96,500,56140.29269099171,56156.29269099171,56226.52434131083,56150.50137505923,56207.68094369344,56219.02192631127,0,2
997259445,7,.3,128,500,75824.18177407928,75840.18177407928,75912.71488097801,75846.15836239903,75924.59223467697,75895.97938743379,0,2
914946800,1,0,32,500,18993.82501494805,19009.82501494805,19071.26776695782,19023.37770942281,19008.09932940858,19018.30557370449,0,2
424828557,2,.1,32,500,19460.27347346051,19476.27347346051,19537.71622547029,19466.16448053602,19471.35099763921,19477.07759782621,0,2
150693014,3,.3,32,500,19266.90389342006,19282.90389342006,19344.34664542984,19286.57053129651,19335.69977654162,19352.53392022401,0,2
394425041,4,.5,32,500,19378.05729260301,19394.05729260301,19455.50004461279,19390.54415748531,19599.11496765577,19558.62187741312,0,2
794633949,5,.3,64,500,38099.91865629268,38115.91865629268,38182.90658574694,38104.25406790464,38194.98687177801,38168.5220252036,0,2
500654049,6,.3,96,500,56355.2742413736,56371.2742413736,56441.50589169272,56372.82038166136,56429.87989845868,56425.29919992707,0,2
967259093,7,.3,128,500,75622.68962213043,75638.68962213043,75711.22272902916,75646.66396166838,75667.38556542296,75663.63150165069,0,2
592898416,1,0,32,500,19167.82603140898,19183.82603140898,19245.26878341875,19187.34682496666,19171.70804962552,19187.31107978085,0,2
733777470,2,.1,32,500,19376.66413429004,19392.66413429004,19454.10688629982,19407.71860498733,19393.73919987913,19395.21813649384,0,2
718069558,3,.3,32,500,19211.4361717,19227.4361717,19288.87892370978,19226.46903695566,19366.55269811379,19344.75491535199,0,2
502329527,4,.5,32,500,19843.07396459756,19859.07396459756,19920.51671660733,19848.60459402894,19993.10700161315,19999.53187354135,0,2
689435210,5,.3,64,500,37947.38096589816,37963.38096589816,38030.36889535241,37977.92046722475,37965.74674418107,37992.33800337142,0,2
