seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
683271349,1,0,32,500,19258.97896718625,19274.97896718625,19336.42171919603,19276.21668607286,19267.34471470544,19285.31292800282,0,2
384967170,2,.1,32,500,19351.27880146591,19367.27880146591,19428.72155347569,19388.88637618354,19377.60711914695,19372.98507005765,0,2
269605067,3,.3,32,500,19523.52672015087,19539.52672015087,19600.96947216064,19544.58942637474,19717.08862891698,19742.46701059497,0,2
696077072,4,.5,32,500,19701.80812277305,19717.80812277305,19779.25087478282,19715.76869539536,19834.70035645774,19827.22345425758,0,2
719802800,5,.3,64,500,38041.76979360704,38057.76979360704,38124.7577230613,38058.85873383143,38099.43592722761,38100.85219496298,0,2
243159633,6,.3,96,500,57479.80837494032,57495.80837494032,57566.04002525943,57484.80522552671,57492.72853589828,57497.97064341989,0,2
158629328,7,.3,128,500,74859.36779771622,74875.36779771622,74947.90090461494,74867.39393764148,74899.45328653563,74905.0634200646,0,2
746585689,1,0,32,500,18962.70010593618,18978.70010593618,19040.14285794595,18975.47299293033,18982.2306461594,18974.30521282108,0,2
308650354,2,.1,32,500,19222.15068317425,19238.15068317425,19299.59343518402,19246.79459356652,19244.45033954986,19250.27059641749,0,2
465712767,3,.3,32,500,19374.79344191827,19390.79344191827,19452.23619392804,19383.20018525349,19445.14843695938,19489.16258820326,0,2
418208823,4,.5,32,500,19445.62396100992,19461.62396100992,19523.06671301969,19454.22483020534,19636.73514937026,19643.24986839615,0,2
325797690,5,.3,64,500,38005.10009305269,38021.10009305269,38088.08802250694,38028.39294903577,38099.05928400381,38110.12919110173,0,2
356976881,6,.3,96,500,56551.64688096851,56567.64688096851,56637.87853128763,56567.50067746479,56644.64526010647,56685.42530090184,0,2
107104809,7,.3,128,500,74080.00945176488,74096.00945176488,74168.54255866361,74097.32902823747,74168.32342413007,74211.77099282079,0,2
178168725,1,0,32,500,19252.78593730865,19268.78593730865,19330.22868931842,19259.62436981336,19257.23986937717,19262.25235073447,0,2
971355130,2,.1,32,500,19265.098626129,19281.098626129,19342.54137813877,19274.52134465511,19283.3590897555,19286.44802965881,0,2
873885304,3,.3,32,500,19518.92681807966,19534.92681807966,19596.36957008944,19531.26029583053,19555.45443488007,19577.20151015199,0,2
510004866,4,.5,32,500,19244.79644293901,19260.79644293901,19322.23919494879,19253.23227533038,19418.1860835207,19429.13921345346,0,2
921149168,5,.3,64,500,37954.92083445052,37970.92083445052,38037.90876390477,37979.91751302242,38097.4195020512,38094.50098969572,0,2
