seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
968401072,1,0,32,500,19752.69015660843,19768.69015660843,19830.13290861821,19780.79576322594,19760.29339598138,19771.9780407089,0,2
205289531,2,.1,32,500,19793.1974829806,19809.1974829806,19870.64023499037,19812.782608276,19823.60903698831,19857.45877933015,0,2
915507095,3,.3,32,500,19119.30335039948,19135.30335039948,19196.74610240925,19132.97183826451,19155.26481850408,19147.88118567777,0,2
333552304,4,.5,32,500,19949.42419954395,19965.42419954395,20026.86695155373,19966.3778636302,20132.67148574737,20156.07553853815,0,2
610275096,5,.3,64,500,37940.16417759677,37956.16417759677,38023.15210705103,37950.63030028327,38007.79494706375,37991.07545822296,0,2
98364999,6,.3,96,500,56905.77489954123,56921.77489954123,56992.00654986034,56939.86824094821,56998.7716109124,57027.89279987341,0,2
748559073,7,.3,128,500,76254.79613878574,76270.79613878574,76343.32924568447,76261.08783719387,76298.6437950425,76292.80142263483,0,2
799218248,1,0,32,500,19326.00324354461,19342.00324354461,19403.44599555438,19338.39106284982,19334.04421791055,19334.70929710337,0,2
940694578,2,.1,32,500,19185.89459817106,19201.89459817106,19263.33735018084,19196.38320814641,19204.12882174442,19217.0231852787,0,2
237516937,3,.3,32,500,19347.87307217636,19363.87307217636,19425.31582418613,19351.96363642399,19412.62297413757,19386.95429474099,0,2
925530317,4,.5,32,500,19228.9234876485,19244.9234876485,19306.36623965827,19241.92217718474,19314.32871631366,19327.70828822542,0,2
537382352,5,.3,64,500,38430.40542949377,38446.40542949377,38513.39335894803,38441.34707534208,38572.08162744784,38597.53938275753,0,2
570902933,6,.3,96,500,56512.20898566998,56528.20898566998,56598.4406359891,56522.01333939284,56568.09051610222,56571.23974532273,0,2
661267504,7,.3,128,500,76559.25733312752,76575.25733312752,76647.79044002625,76571.34517476916,76616.86095896058,76610.68365304724,0,2
125993527,1,0,32,500,19493.40166792195,19509.40166792195,19570.84441993172,19504.20642699515,19517.15369460252,19498.20922425217,0,2
962813161,2,.1,32,500,19435.93528652197,19451.93528652197,19513.37803853174,19451.80312275204,19452.69523386243,19447.8844184901,0,2
475269782,3,.3,32,500,19582.36496810305,19598.36496810305,19659.80772011282,19594.30747628644,19665.4660014714,19662.24061218903,0,2
170731381,4,.5,32,500,19198.23401051893,19214.23401051893,19275.6767625287,19213.83489706407,19351.64781303478,19385.84730364473,0,2
801017733,5,.3,64,500,38326.89035619344,38342.89035619344,38409.8782856477,38333.45445654121,38378.96879292419,38414.52870644061,0,2
960073780,6,.3,96,500,56746.75849112767,56762.75849112767,56832.99014144679,56764.43081734647,56813.71510226302,56807.98065119435,0,2
75886783,7,.3,128,500,75643.17499998925,75659.17499998925,75731.70810688798,75661.13424189629,75794.26781557608,75747.59999707797,0,2
309070431,1,0,32,500,19277.07965490403,19293.07965490403,19354.52240691381,19283.46841016982,19285.5914114264,19282.17085589897,0,2
422198608,2,.1,32,500,19171.24887842298,19187.24887842298,19248.69163043275,19186.87022871561,19191.17618439354,19226.16758445222,0,2
658594464,3,.3,32,500,19670.96989350798,19686.96989350798,19748.41264551775,19681.40815766119,19771.29612138952,19745.23861540562,0,2
479775140,4,.5,32,500,19749.90541591422,19765.90541591422,19827.348167924,19765.18224699977,20001.11365676793,19971.16884782797,0,2
469156803,5,.3,64,500,38445.67001883889,38461.67001883889,38528.65794829314,38481.25965188299,38546.69490619924,38593.23409674888,0,2
231051048,6,.3,96,500,56222.50113146934,56238.50113146934,56308.73278178846,56258.44546045339,56346.99177600194,56376.41044279413,0,2
580800347,7,.3,128,500,76257.85354254686,76273.85354254686,76346.38664944559,76274.75372326493,76320.93445821533,76365.72334660782,0,2
725243023,1,0,32,500,19521.78829036407,19537.78829036407,19599.23104237385,19542.45866107194,19531.6867171296,19532.39303507054,0,2
77860532,2,.1,32,500,19291.30387396494,19307.30387396494,19368.74662597471,19296.00965015646,19315.54786210504,19311.42953834555,0,2
106087720,3,.3,32,500,19492.55928630899,19508.55928630899,19570.00203831876,19496.28897783591,19638.73435940273,19693.62390818757,0,2
623652962,4,.5,32,500,19048.22334187747,19064.22334187747,19125.66609388724,19057.6509552152,19280.46493101583,19346.93607418744,0,2
611581184,5,.3,64,500,37941.19987316305,37957.19987316305,38024.18780261731,37948.92156307349,37963.58214187293,37971.28975535483,0,2
307991099,6,.3,96,500,57103.12573086996,57119.12573086996,57189.35738118908,57115.60499243304,57120.72284128792,57150.58558372184,0,2
647348718,7,.3,128,500,76315.28033300226,76331.28033300226,76403.81343990099,76320.88329875238,76439.80979237593,76446.76542706926,0,2
970491008,1,0,32,500,19325.84984355614,19341.84984355614,19403.29259556592,19335.07262641319,19341.49881717009,19345.90770783244,0,2
681927191,2,.1,32,500,19341.29971385912,19357.29971385912,19418.74246586889,19362.4718671577,19383.98108992571,19384.14316534457,0,2
943419667,3,.3,32,500,19492.72418937368,19508.72418937368,19570.16694138345,19502.7727134353,19512.63615215545,19519.94563633684,0,2
724183488,4,.5,32,500,19679.56173183173,19695.56173183173,19757.00448384151,19703.23121182147,20040.10177520857,20071.9483491986,0,2
820016791,5,.3,64,500,38526.767530408,38542.767530408,38609.75545986225,38543.80766488429,38545.53634405979,38554.46180281596,0,2
968496319,6,.3,96,500,56737.37835633305,56753.37835633305,56823.61000665217,56751.86211174363,56946.07303348861,56927.58174326831,0,2
882250443,7,.3,128,500,76024.09884914619,76040.09884914619,76112.63195604492,76057.16405684818,76126.21570034063,76183.9510758598,0,2
465761108,1,0,32,500,19387.90905349088,19403.90905349088,19465.35180550065,19409.65165284098,19403.55014694564,19416.24737230563,0,2
981729465,2,.1,32,500,19093.96736430617,19109.96736430617,19171.41011631594,19109.2354222151,19101.08416624427,19125.8252273916,0,2
539075544,3,.3,32,500,19159.01111583887,19175.01111583887,19236.45386784865,19161.98600551357,19197.09476586747,19187.97616506495,0,2
28032376,4,.5,32,500,19296.81036688784,19312.81036688784,19374.25311889762,19319.96569628548,19730.67814239783,19777.20548608535,0,2
695647379,5,.3,64,500,38681.72293733528,38697.72293733528,38764.71086678954,38689.96142666831,38709.49396557002,38696.24065696071,0,2
591485910,6,.3,96,500,56675.42927589231,56691.42927589231,56761.66092621143,56683.56653793717,56755.7497356724,56713.67801123127,0,2
346180371,7,.3,128,500,75059.21845863841,75075.21845863841,75147.75156553714,75065.7392846796,75117.06209075698,75111.19967184641,0,2
353393132,1,0,32,500,18936.02720679499,18952.02720679499,19013.46995880476,18961.32251589452,18940.50972816354,18958.79640423943,0,2
203433180,2,.1,32,500,18983.87192885376,18999.87192885376,19061.31468086354,19008.14159315129,18992.84375485959,19000.30572778549,0,2
